train_accuracy train_sensitivity train_specificity train_loss val_accuracy val_sensitivity val_specificity val_loss inp_dim n_nod act_fun out_act_fun opt_method cost_fun lr_rate lambd batch_size epochs print_results save_results
0.7862453531598513 0.601063829787234 0.8857142857142857 0.498643070459 0.7695652173913043 0.575 0.8733333333333333 0.500772118568 8 [2] relu sigmoid adam binary_crossentropy 0.0505 0.2505 64 20 False True
0.7769516728624535 0.5904255319148937 0.8771428571428571 0.51106274128 0.7391304347826086 0.525 0.8533333333333334 0.527856171131 8 [2] relu sigmoid adam binary_crossentropy 0.0505 0.37525 64 20 False True
0.7899628252788105 0.5372340425531915 0.9257142857142857 0.518049359322 0.7347826086956522 0.5 0.86 0.533654808998 8 [2] relu sigmoid adam binary_crossentropy 0.0505 0.5 64 20 False True
0.7788104089219331 0.6170212765957447 0.8657142857142858 0.452055692673 0.7434782608695653 0.5625 0.84 0.488365471363 8 [2] relu sigmoid adam binary_crossentropy 0.07525 0.001 64 20 False True
0.7881040892193308 0.5585106382978723 0.9114285714285715 0.497095704079 0.7565217391304347 0.525 0.88 0.499948084354 8 [2] relu sigmoid adam binary_crossentropy 0.07525 0.12575 64 20 False True
0.6505576208178439 0.0 1.0 0.647237122059 0.6521739130434783 0.0 1.0 0.646288216114 8 [2] relu sigmoid adam binary_crossentropy 0.07525 0.2505 64 20 False True
0.7472118959107806 0.5478723404255319 0.8542857142857143 0.523466408253 0.7347826086956522 0.5375 0.84 0.542580604553 8 [2] relu sigmoid adam binary_crossentropy 0.07525 0.37525 64 20 False True
0.7825278810408922 0.574468085106383 0.8942857142857142 0.529048442841 0.782608695652174 0.55 0.9066666666666666 0.523653388023 8 [2] relu sigmoid adam binary_crossentropy 0.07525 0.5 64 20 False True
0.7843866171003717 0.5904255319148937 0.8885714285714286 0.449953228235 0.7565217391304347 0.5625 0.86 0.493904560804 8 [2] relu sigmoid adam binary_crossentropy 0.1 0.001 64 20 False True
0.6505576208178439 0.0 1.0 0.647105038166 0.6521739130434783 0.0 1.0 0.646111607552 8 [2] relu sigmoid adam binary_crossentropy 0.1 0.12575 64 20 False True
0.7788104089219331 0.4946808510638298 0.9314285714285714 0.524950921535 0.7695652173913043 0.525 0.9 0.521427452564 8 [2] relu sigmoid adam binary_crossentropy 0.1 0.2505 64 20 False True
0.7620817843866171 0.5053191489361702 0.9 0.523968577385 0.7478260869565218 0.425 0.92 0.515128016472 8 [2] relu sigmoid adam binary_crossentropy 0.1 0.37525 64 20 False True
0.7713754646840149 0.5851063829787234 0.8714285714285714 0.553920388222 0.7956521739130434 0.6125 0.8933333333333333 0.543557345867 8 [2] relu sigmoid adam binary_crossentropy 0.1 0.5 64 20 False True
0.7323420074349443 0.526595744680851 0.8428571428571429 0.56967318058 0.717391304347826 0.45 0.86 0.557931959629 8 [6] relu sigmoid adam binary_crossentropy 0.001 0.001 64 20 False True
0.6412639405204461 0.13297872340425532 0.9142857142857143 1.08039093018 0.6782608695652174 0.1875 0.94 1.08504867554 8 [6] relu sigmoid adam binary_crossentropy 0.001 0.12575 64 20 False True
0.6486988847583643 0.43617021276595747 0.7628571428571429 1.15613007545 0.591304347826087 0.4 0.6933333333333334 1.18105959892 8 [6] relu sigmoid adam binary_crossentropy 0.001 0.2505 64 20 False True
0.5446096654275093 0.3404255319148936 0.6542857142857142 1.60869073868 0.5260869565217391 0.35 0.62 1.65174400806 8 [6] relu sigmoid adam binary_crossentropy 0.001 0.37525 64 20 False True
0.6486988847583643 0.07446808510638298 0.9571428571428572 2.550137043 0.6260869565217392 0.0625 0.9266666666666666 2.5566701889 8 [6] relu sigmoid adam binary_crossentropy 0.001 0.5 64 20 False True
0.7973977695167286 0.6170212765957447 0.8942857142857142 0.439501345158 0.7521739130434782 0.525 0.8733333333333333 0.517228245735 8 [6] relu sigmoid adam binary_crossentropy 0.02575 0.001 64 20 False True
0.7955390334572491 0.5851063829787234 0.9085714285714286 0.487278401852 0.7608695652173914 0.5375 0.88 0.495926856995 8 [6] relu sigmoid adam binary_crossentropy 0.02575 0.12575 64 20 False True
0.7620817843866171 0.6063829787234043 0.8457142857142858 0.50862544775 0.7869565217391304 0.575 0.9 0.495697885752 8 [6] relu sigmoid adam binary_crossentropy 0.02575 0.2505 64 20 False True
0.7732342007434945 0.5212765957446809 0.9085714285714286 0.516021311283 0.7652173913043478 0.4875 0.9133333333333333 0.517013609409 8 [6] relu sigmoid adam binary_crossentropy 0.02575 0.37525 64 20 False True
0.775092936802974 0.5372340425531915 0.9028571428571428 0.524254024029 0.7434782608695653 0.4625 0.8933333333333333 0.523864328861 8 [6] relu sigmoid adam binary_crossentropy 0.02575 0.5 64 20 False True
0.8159851301115242 0.6702127659574468 0.8942857142857142 0.431207835674 0.7478260869565218 0.55 0.8533333333333334 0.545177400112 8 [6] relu sigmoid adam binary_crossentropy 0.0505 0.001 64 20 False True
0.7806691449814126 0.6117021276595744 0.8714285714285714 0.494509845972 0.7739130434782608 0.575 0.88 0.513984680176 8 [6] relu sigmoid adam binary_crossentropy 0.0505 0.12575 64 20 False True
0.7676579925650557 0.5957446808510638 0.86 0.507810890675 0.7478260869565218 0.6125 0.82 0.526905119419 8 [6] relu sigmoid adam binary_crossentropy 0.0505 0.2505 64 20 False True
0.7565055762081785 0.574468085106383 0.8542857142857143 0.52471113205 0.7347826086956522 0.55 0.8333333333333334 0.543526947498 8 [6] relu sigmoid adam binary_crossentropy 0.0505 0.37525 64 20 False True
0.7490706319702602 0.5957446808510638 0.8314285714285714 0.555641591549 0.7608695652173914 0.575 0.86 0.542875766754 8 [6] relu sigmoid adam binary_crossentropy 0.0505 0.5 64 20 False True
0.8085501858736059 0.6170212765957447 0.9114285714285715 0.430497795343 0.7478260869565218 0.5125 0.8733333333333333 0.522515654564 8 [6] relu sigmoid adam binary_crossentropy 0.07525 0.001 64 20 False True
0.7881040892193308 0.5478723404255319 0.9171428571428571 0.485579818487 0.7478260869565218 0.525 0.8666666666666667 0.498652905226 8 [6] relu sigmoid adam binary_crossentropy 0.07525 0.12575 64 20 False True
0.7602230483271375 0.5904255319148937 0.8514285714285714 0.524595141411 0.7521739130434782 0.5875 0.84 0.524365663528 8 [6] relu sigmoid adam binary_crossentropy 0.07525 0.2505 64 20 False True
0.7955390334572491 0.6170212765957447 0.8914285714285715 0.525845825672 0.7608695652173914 0.5875 0.8533333333333334 0.52836638689 8 [6] relu sigmoid adam binary_crossentropy 0.07525 0.37525 64 20 False True
0.7509293680297398 0.6329787234042553 0.8142857142857143 0.521947145462 0.7739130434782608 0.65 0.84 0.521016836166 8 [6] relu sigmoid adam binary_crossentropy 0.07525 0.5 64 20 False True
0.8159851301115242 0.6702127659574468 0.8942857142857142 0.420712471008 0.7478260869565218 0.5125 0.8733333333333333 0.516143083572 8 [6] relu sigmoid adam binary_crossentropy 0.1 0.001 64 20 False True
0.7565055762081785 0.4095744680851064 0.9428571428571428 0.526979446411 0.7391304347826086 0.4 0.92 0.545444309711 8 [6] relu sigmoid adam binary_crossentropy 0.1 0.12575 64 20 False True
0.758364312267658 0.6436170212765957 0.82 0.557980298996 0.7304347826086957 0.5875 0.8066666666666666 0.576279163361 8 [6] relu sigmoid adam binary_crossentropy 0.1 0.2505 64 20 False True
0.7360594795539034 0.4627659574468085 0.8828571428571429 0.535130083561 0.7260869565217392 0.4625 0.8666666666666667 0.54512155056 8 [6] relu sigmoid adam binary_crossentropy 0.1 0.37525 64 20 False True
0.7620817843866171 0.5797872340425532 0.86 0.551420867443 0.7565217391304347 0.55 0.8666666666666667 0.547915637493 8 [6] relu sigmoid adam binary_crossentropy 0.1 0.5 64 20 False True
0.7342007434944238 0.5478723404255319 0.8342857142857143 0.516000747681 0.7086956521739131 0.475 0.8333333333333334 0.520549297333 8 [11] relu sigmoid adam binary_crossentropy 0.001 0.001 64 20 False True
0.7026022304832714 0.48936170212765956 0.8171428571428572 1.02647542953 0.6869565217391305 0.425 0.8266666666666667 1.02629554272 8 [11] relu sigmoid adam binary_crossentropy 0.001 0.12575 64 20 False True
0.6654275092936803 0.23404255319148937 0.8971428571428571 1.53418707848 0.6260869565217392 0.15 0.88 1.54726052284 8 [11] relu sigmoid adam binary_crossentropy 0.001 0.2505 64 20 False True
0.6951672862453532 0.24468085106382978 0.9371428571428572 2.06645965576 0.6826086956521739 0.2 0.94 2.06545257568 8 [11] relu sigmoid adam binary_crossentropy 0.001 0.37525 64 20 False True
0.5539033457249071 0.17553191489361702 0.7571428571428571 2.39305853844 0.5652173913043478 0.225 0.7466666666666667 2.39297175407 8 [11] relu sigmoid adam binary_crossentropy 0.001 0.5 64 20 False True
0.8104089219330854 0.6861702127659575 0.8771428571428571 0.4117410779 0.7478260869565218 0.55 0.8533333333333334 0.541170120239 8 [11] relu sigmoid adam binary_crossentropy 0.02575 0.001 64 20 False True
0.7788104089219331 0.5531914893617021 0.9 0.495708912611 0.717391304347826 0.475 0.8466666666666667 0.525943756104 8 [11] relu sigmoid adam binary_crossentropy 0.02575 0.12575 64 20 False True
0.7843866171003717 0.601063829787234 0.8828571428571429 0.504412889481 0.7608695652173914 0.5375 0.88 0.510734856129 8 [11] relu sigmoid adam binary_crossentropy 0.02575 0.2505 64 20 False True
0.7657992565055762 0.40425531914893614 0.96 0.524005711079 0.7347826086956522 0.3875 0.92 0.529788792133 8 [11] relu sigmoid adam binary_crossentropy 0.02575 0.37525 64 20 False True
0.775092936802974 0.5106382978723404 0.9171428571428571 0.513034105301 0.7608695652173914 0.525 0.8866666666666667 0.519959032536 8 [11] relu sigmoid adam binary_crossentropy 0.02575 0.5 64 20 False True
0.8141263940520446 0.6382978723404256 0.9085714285714286 0.415610015392 0.7695652173913043 0.5875 0.8666666666666667 0.525490164757 8 [11] relu sigmoid adam binary_crossentropy 0.0505 0.001 64 20 False True
0.7713754646840149 0.5531914893617021 0.8885714285714286 0.494896888733 0.7521739130434782 0.5375 0.8666666666666667 0.521296560764 8 [11] relu sigmoid adam binary_crossentropy 0.0505 0.12575 64 20 False True
0.7602230483271375 0.5478723404255319 0.8742857142857143 0.523066282272 0.7782608695652173 0.55 0.9 0.526970624924 8 [11] relu sigmoid adam binary_crossentropy 0.0505 0.2505 64 20 False True
0.775092936802974 0.5372340425531915 0.9028571428571428 0.521035194397 0.7739130434782608 0.5125 0.9133333333333333 0.513171195984 8 [11] relu sigmoid adam binary_crossentropy 0.0505 0.37525 64 20 False True
0.7695167286245354 0.4787234042553192 0.9257142857142857 0.527897238731 0.7521739130434782 0.475 0.9 0.536294460297 8 [11] relu sigmoid adam binary_crossentropy 0.0505 0.5 64 20 False True
0.8066914498141264 0.7872340425531915 0.8171428571428572 0.418342471123 0.7434782608695653 0.6 0.82 0.557328939438 8 [11] relu sigmoid adam binary_crossentropy 0.07525 0.001 64 20 False True
0.7639405204460966 0.574468085106383 0.8657142857142858 0.506327807903 0.7260869565217392 0.5125 0.84 0.528326094151 8 [11] relu sigmoid adam binary_crossentropy 0.07525 0.12575 64 20 False True
0.7639405204460966 0.601063829787234 0.8514285714285714 0.533749222755 0.7869565217391304 0.6375 0.8666666666666667 0.533635020256 8 [11] relu sigmoid adam binary_crossentropy 0.07525 0.2505 64 20 False True
0.7843866171003717 0.5797872340425532 0.8942857142857142 0.525941073895 0.7695652173913043 0.5875 0.8666666666666667 0.523213684559 8 [11] relu sigmoid adam binary_crossentropy 0.07525 0.37525 64 20 False True
0.7379182156133829 0.35638297872340424 0.9428571428571428 0.555139660835 0.7304347826086957 0.35 0.9333333333333333 0.564432859421 8 [11] relu sigmoid adam binary_crossentropy 0.07525 0.5 64 20 False True
0.8178438661710037 0.7340425531914894 0.8628571428571429 0.418829321861 0.7217391304347827 0.5625 0.8066666666666666 0.581870377064 8 [11] relu sigmoid adam binary_crossentropy 0.1 0.001 64 20 False True
0.7769516728624535 0.48936170212765956 0.9314285714285714 0.512811362743 0.7652173913043478 0.4875 0.9133333333333333 0.528380572796 8 [11] relu sigmoid adam binary_crossentropy 0.1 0.12575 64 20 False True
0.7676579925650557 0.6170212765957447 0.8485714285714285 0.539125263691 0.7608695652173914 0.6125 0.84 0.540366351604 8 [11] relu sigmoid adam binary_crossentropy 0.1 0.2505 64 20 False True
0.7044609665427509 0.2127659574468085 0.9685714285714285 0.589606106281 0.7086956521739131 0.2875 0.9333333333333333 0.598989069462 8 [11] relu sigmoid adam binary_crossentropy 0.1 0.37525 64 20 False True
0.7546468401486989 0.5 0.8914285714285715 0.533914089203 0.717391304347826 0.425 0.8733333333333333 0.546474814415 8 [11] relu sigmoid adam binary_crossentropy 0.1 0.5 64 20 False True
0.775092936802974 0.5372340425531915 0.9028571428571428 0.512457489967 0.7608695652173914 0.5 0.9 0.52847212553 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.001 64 20 False True
0.7118959107806692 0.24468085106382978 0.9628571428571429 1.02937865257 0.7043478260869566 0.175 0.9866666666666667 1.02101325989 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.12575 64 20 False True
0.7286245353159851 0.35106382978723405 0.9314285714285714 1.47520542145 0.7347826086956522 0.375 0.9266666666666666 1.47152483463 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.2505 64 20 False True
0.570631970260223 0.14893617021276595 0.7971428571428572 2.13553452492 0.5739130434782609 0.1625 0.7933333333333333 2.15009641647 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.37525 64 20 False True
0.7286245353159851 0.3776595744680851 0.9171428571428571 2.24536108971 0.7043478260869566 0.325 0.9066666666666666 2.25760436058 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.5 64 20 False True
0.8197026022304833 0.6648936170212766 0.9028571428571428 0.403971165419 0.7434782608695653 0.5 0.8733333333333333 0.520579993725 8 [15] relu sigmoid adam binary_crossentropy 0.02575 0.001 64 20 False True
0.7862453531598513 0.601063829787234 0.8857142857142857 0.488797694445 0.7652173913043478 0.55 0.88 0.501129150391 8 [15] relu sigmoid adam binary_crossentropy 0.02575 0.12575 64 20 False True
0.7806691449814126 0.5797872340425532 0.8885714285714286 0.501758694649 0.7652173913043478 0.55 0.88 0.508345663548 8 [15] relu sigmoid adam binary_crossentropy 0.02575 0.2505 64 20 False True
0.7862453531598513 0.5638297872340425 0.9057142857142857 0.508529305458 0.7565217391304347 0.525 0.88 0.507477462292 8 [15] relu sigmoid adam binary_crossentropy 0.02575 0.37525 64 20 False True
0.7657992565055762 0.5585106382978723 0.8771428571428571 0.534817755222 0.7739130434782608 0.5375 0.9 0.534069418907 8 [15] relu sigmoid adam binary_crossentropy 0.02575 0.5 64 20 False True
0.828996282527881 0.6276595744680851 0.9371428571428572 0.415656238794 0.7565217391304347 0.5 0.8933333333333333 0.553658485413 8 [15] relu sigmoid adam binary_crossentropy 0.0505 0.001 64 20 False True
0.7546468401486989 0.7127659574468085 0.7771428571428571 0.521460950375 0.7521739130434782 0.6625 0.8 0.526489078999 8 [15] relu sigmoid adam binary_crossentropy 0.0505 0.12575 64 20 False True
0.7825278810408922 0.5372340425531915 0.9142857142857143 0.523853123188 0.7869565217391304 0.525 0.9266666666666666 0.522091984749 8 [15] relu sigmoid adam binary_crossentropy 0.0505 0.2505 64 20 False True
0.7732342007434945 0.574468085106383 0.88 0.513246417046 0.7347826086956522 0.525 0.8466666666666667 0.524477779865 8 [15] relu sigmoid adam binary_crossentropy 0.0505 0.37525 64 20 False True
0.7453531598513011 0.425531914893617 0.9171428571428571 0.574208974838 0.7521739130434782 0.4375 0.92 0.557593345642 8 [15] relu sigmoid adam binary_crossentropy 0.0505 0.5 64 20 False True
0.8178438661710037 0.6223404255319149 0.9228571428571428 0.413992375135 0.7652173913043478 0.5125 0.9 0.572596907616 8 [15] relu sigmoid adam binary_crossentropy 0.07525 0.001 64 20 False True
0.775092936802974 0.6170212765957447 0.86 0.495029687881 0.7869565217391304 0.6125 0.88 0.490749418736 8 [15] relu sigmoid adam binary_crossentropy 0.07525 0.12575 64 20 False True
0.7639405204460966 0.48936170212765956 0.9114285714285715 0.533082008362 0.7391304347826086 0.5 0.8666666666666667 0.551557660103 8 [15] relu sigmoid adam binary_crossentropy 0.07525 0.2505 64 20 False True
0.7434944237918215 0.7021276595744681 0.7657142857142857 0.575179219246 0.717391304347826 0.65 0.7533333333333333 0.593490540981 8 [15] relu sigmoid adam binary_crossentropy 0.07525 0.37525 64 20 False True
0.7713754646840149 0.5904255319148937 0.8685714285714285 0.543601751328 0.717391304347826 0.5375 0.8133333333333334 0.574152588844 8 [15] relu sigmoid adam binary_crossentropy 0.07525 0.5 64 20 False True
0.8252788104089219 0.6808510638297872 0.9028571428571428 0.405062913895 0.7347826086956522 0.5375 0.84 0.580828845501 8 [15] relu sigmoid adam binary_crossentropy 0.1 0.001 64 20 False True
0.7620817843866171 0.648936170212766 0.8228571428571428 0.525436103344 0.7565217391304347 0.6125 0.8333333333333334 0.530450701714 8 [15] relu sigmoid adam binary_crossentropy 0.1 0.12575 64 20 False True
0.7620817843866171 0.5372340425531915 0.8828571428571429 0.536844372749 0.7695652173913043 0.5125 0.9066666666666666 0.532058775425 8 [15] relu sigmoid adam binary_crossentropy 0.1 0.2505 64 20 False True
0.7639405204460966 0.648936170212766 0.8257142857142857 0.706104040146 0.7782608695652173 0.6625 0.84 0.713783740997 8 [15] relu sigmoid adam binary_crossentropy 0.1 0.37525 64 20 False True
0.7509293680297398 0.675531914893617 0.7914285714285715 0.623644530773 0.7217391304347827 0.6625 0.7533333333333333 0.658741831779 8 [15] relu sigmoid adam binary_crossentropy 0.1 0.5 64 20 False True
0.758364312267658 0.5478723404255319 0.8714285714285714 0.498460352421 0.7391304347826086 0.525 0.8533333333333334 0.529077351093 8 [20] relu sigmoid adam binary_crossentropy 0.001 0.001 64 20 False True
0.7137546468401487 0.3882978723404255 0.8885714285714286 1.01679205894 0.6826086956521739 0.375 0.8466666666666667 1.02609014511 8 [20] relu sigmoid adam binary_crossentropy 0.001 0.12575 64 20 False True
0.7379182156133829 0.3670212765957447 0.9371428571428572 1.31379187107 0.7347826086956522 0.4125 0.9066666666666666 1.31715643406 8 [20] relu sigmoid adam binary_crossentropy 0.001 0.2505 64 20 False True
0.671003717472119 0.15425531914893617 0.9485714285714286 1.95350897312 0.6565217391304348 0.1375 0.9333333333333333 1.95060479641 8 [20] relu sigmoid adam binary_crossentropy 0.001 0.37525 64 20 False True
0.70817843866171 0.2925531914893617 0.9314285714285714 2.37699508667 0.717391304347826 0.35 0.9133333333333333 2.37976884842 8 [20] relu sigmoid adam binary_crossentropy 0.001 0.5 64 20 False True
0.8308550185873605 0.6861702127659575 0.9085714285714286 0.397235512733 0.7608695652173914 0.575 0.86 0.522886753082 8 [20] relu sigmoid adam binary_crossentropy 0.02575 0.001 64 20 False True
0.7676579925650557 0.5319148936170213 0.8942857142857142 0.503204524517 0.7434782608695653 0.5125 0.8666666666666667 0.53077173233 8 [20] relu sigmoid adam binary_crossentropy 0.02575 0.12575 64 20 False True
0.7713754646840149 0.5531914893617021 0.8885714285714286 0.508950054646 0.7695652173913043 0.55 0.8866666666666667 0.51707482338 8 [20] relu sigmoid adam binary_crossentropy 0.02575 0.2505 64 20 False True
0.7806691449814126 0.5638297872340425 0.8971428571428571 0.505064606667 0.7521739130434782 0.55 0.86 0.512425303459 8 [20] relu sigmoid adam binary_crossentropy 0.02575 0.37525 64 20 False True
0.7602230483271375 0.5904255319148937 0.8514285714285714 0.520606994629 0.7565217391304347 0.5625 0.86 0.527173042297 8 [20] relu sigmoid adam binary_crossentropy 0.02575 0.5 64 20 False True
0.8308550185873605 0.6914893617021277 0.9057142857142857 0.404930263758 0.7478260869565218 0.5375 0.86 0.535790145397 8 [20] relu sigmoid adam binary_crossentropy 0.0505 0.001 64 20 False True
0.7769516728624535 0.601063829787234 0.8714285714285714 0.493274539709 0.7347826086956522 0.55 0.8333333333333334 0.519585669041 8 [20] relu sigmoid adam binary_crossentropy 0.0505 0.12575 64 20 False True
0.7769516728624535 0.5904255319148937 0.8771428571428571 0.50914233923 0.7217391304347827 0.525 0.8266666666666667 0.5291711092 8 [20] relu sigmoid adam binary_crossentropy 0.0505 0.2505 64 20 False True
0.758364312267658 0.6648936170212766 0.8085714285714286 0.543338775635 0.717391304347826 0.6125 0.7733333333333333 0.567296504974 8 [20] relu sigmoid adam binary_crossentropy 0.0505 0.37525 64 20 False True
0.7397769516728625 0.4095744680851064 0.9171428571428571 0.551943182945 0.717391304347826 0.425 0.8733333333333333 0.571211993694 8 [20] relu sigmoid adam binary_crossentropy 0.0505 0.5 64 20 False True
0.8420074349442379 0.6861702127659575 0.9257142857142857 0.391813009977 0.7434782608695653 0.5125 0.8666666666666667 0.587700843811 8 [20] relu sigmoid adam binary_crossentropy 0.07525 0.001 64 20 False True
0.7788104089219331 0.5691489361702128 0.8914285714285715 0.505540728569 0.7913043478260869 0.5625 0.9133333333333333 0.493808090687 8 [20] relu sigmoid adam binary_crossentropy 0.07525 0.12575 64 20 False True
0.7713754646840149 0.6223404255319149 0.8514285714285714 0.518020272255 0.7478260869565218 0.5875 0.8333333333333334 0.533257186413 8 [20] relu sigmoid adam binary_crossentropy 0.07525 0.2505 64 20 False True
0.7676579925650557 0.574468085106383 0.8714285714285714 0.525694191456 0.7695652173913043 0.5625 0.88 0.529225707054 8 [20] relu sigmoid adam binary_crossentropy 0.07525 0.37525 64 20 False True
0.758364312267658 0.4574468085106383 0.92 0.532892525196 0.7434782608695653 0.425 0.9133333333333333 0.541008889675 8 [20] relu sigmoid adam binary_crossentropy 0.07525 0.5 64 20 False True
0.7881040892193308 0.5053191489361702 0.94 0.443253159523 0.7434782608695653 0.4375 0.9066666666666666 0.578728199005 8 [20] relu sigmoid adam binary_crossentropy 0.1 0.001 64 20 False True
0.7676579925650557 0.5 0.9114285714285715 0.514231264591 0.7608695652173914 0.5 0.9 0.525309681892 8 [20] relu sigmoid adam binary_crossentropy 0.1 0.12575 64 20 False True
0.7565055762081785 0.6276595744680851 0.8257142857142857 0.542178750038 0.7043478260869566 0.55 0.7866666666666666 0.553521454334 8 [20] relu sigmoid adam binary_crossentropy 0.1 0.2505 64 20 False True
0.7063197026022305 0.30851063829787234 0.92 0.654918372631 0.6956521739130435 0.3375 0.8866666666666667 0.663989305496 8 [20] relu sigmoid adam binary_crossentropy 0.1 0.37525 64 20 False True
0.7546468401486989 0.5478723404255319 0.8657142857142858 0.546370506287 0.7434782608695653 0.4875 0.88 0.558217346668 8 [20] relu sigmoid adam binary_crossentropy 0.1 0.5 64 20 False True
0.7843866171003717 0.5797872340425532 0.8942857142857142 0.476089924574 0.7652173913043478 0.55 0.88 0.491596579552 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.001 64 40 False True
0.7509293680297398 0.43617021276595747 0.92 0.657616496086 0.7347826086956522 0.425 0.9 0.669239401817 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.0897777777778 64 40 False True
0.7453531598513011 0.4095744680851064 0.9257142857142857 0.782472193241 0.7304347826086957 0.375 0.92 0.784148156643 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.178555555556 64 40 False True
0.6988847583643123 0.22872340425531915 0.9514285714285714 0.791649580002 0.6956521739130435 0.3 0.9066666666666666 0.792776703835 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.267333333333 64 40 False True
0.758364312267658 0.43617021276595747 0.9314285714285714 0.890470445156 0.7086956521739131 0.3875 0.88 0.906477451324 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.356111111111 64 40 False True
0.7397769516728625 0.32978723404255317 0.96 0.892904281616 0.7130434782608696 0.275 0.9466666666666667 0.898235201836 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.444888888889 64 40 False True
0.7379182156133829 0.30851063829787234 0.9685714285714285 1.03647708893 0.7086956521739131 0.225 0.9666666666666667 1.03165817261 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.533666666667 64 40 False True
0.7304832713754646 0.26595744680851063 0.98 1.02863502502 0.7130434782608696 0.2375 0.9666666666666667 1.02801978588 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.622444444444 64 40 False True
0.6617100371747212 0.0425531914893617 0.9942857142857143 1.28437232971 0.6521739130434783 0.025 0.9866666666666667 1.28369808197 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.711222222222 64 40 False True
0.6784386617100372 0.11702127659574468 0.98 1.25885510445 0.7 0.175 0.98 1.25633263588 8 [15] relu sigmoid adam binary_crossentropy 0.001 0.8 64 40 False True
0.8494423791821561 0.7340425531914894 0.9114285714285715 0.378422409296 0.7304347826086957 0.5125 0.8466666666666667 0.587015390396 8 [15] relu sigmoid adam binary_crossentropy 0.0231111111111 0.001 64 40 False True
0.7899628252788105 0.5797872340425532 0.9028571428571428 0.472150117159 0.7521739130434782 0.5125 0.88 0.493306159973 8 [15] relu sigmoid adam binary_crossentropy 0.0231111111111 0.0897777777778 64 40 False True
0.7825278810408922 0.574468085106383 0.8942857142857142 0.495597660542 0.7782608695652173 0.55 0.9 0.503263831139 8 [15] relu sigmoid adam binary_crossentropy 0.0231111111111 0.178555555556 64 40 False True
